symbol	subsectorcode	industryname	supersector	sector	subsector	foundingdate	chartercapital	numberofemployee	banknumberofbranch	companyprofile	listingdate	exchange	firstprice	issueshare	listedvalue	companyname	ttmtype	marketcap	sharesoutstanding	bv	beta	eps	dilutedeps	pe	pb	dividendyield	totalrevenue	profit	asset	roe	roa	npl	financialleverage
TA6	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	10/02/2009 00:00:00	3000000000.0	130	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Đầu tư v&#224; X&#226;y lắp Th&#224;nh An 665 (TA6) c&#243; tiền th&#226;n l&#224; Trung đo&#224;n 665 được th&#224;nh lập v&#224;o năm 1983. C&#244;ng ty đang hoạt động trong lĩnh vực thi c&#244;ng c&#225;c c&#244;ng tr&#236;nh c&#244;ng nghiệp, d&#226;n dụng, giao th&#244;ng, thủy lợi. B&#234;n cạnh đ&#243;, C&#244;ng ty c&#242;n tham gia kinh doanh thương mại vật liệu x&#226;y dựng, m&#225;y m&#243;c thiết bị thi c&#244;ng c&#244;ng nghiệp. TA6 ch&#237;nh thức hoạt đ&#244;ng dưới m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2009. C&#244;ng ty đ&#227; tham gia thi c&#244;ng nhiều c&#244;ng tr&#236;nh ti&#234;u biểu như C&#244;ng tr&#236;nh Bệnh viện Bạch Mai - Cơ sở II (H&#224; Nam), Cụm dự &#225;n Nh&#224; m&#225;y X52 (Kh&#225;nh H&#242;a), C&#244;ng tr&#236;nh Bệnh viện Qu&#226;n Y 175 (th&#224;nh phố Hồ Ch&#237; Minh), C&#244;ng tr&#236;nh Cục Hải quan Bắc Ninh (Bắc Ninh), hay&amp;nbsp;Cụm dự &#225;n Nh&#224; m&#225;y B&#236;nh Điền (Long An). TA6 được giao dịch tr&#234;n thị trường UPCOM từ cuối th&#225;ng 11/2017. &lt;/DIV&gt;	28/11/2017 00:00:00	Upcom	11000.0	3000000.0	0	Công ty Cổ phần Đầu tư và Xây lắp Thành An 665	0	26700000000.0	3000000.0	13423.2397483333	0.9727883288	1496.7932473333	1496.7932473333	5.9460449971	0.6630292066	0.1011235955	467858528207.0	4490379742.0	458835376876.0	0.1119692379	0.0102608946	0.0000000000	10.3940545273
EVF	8771	Tài chính	Dich vu tài chính	Dịch vụ tài chính	Quản lý tài sản	08/07/2008 00:00:00	2649812650000.0	447	2	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty T&#224;i ch&#237;nh Cổ phần Điện lực (EVF)&amp;nbsp;được th&#224;nh lập v&#224;o th&#225;ng 07/2008. C&#244;ng ty hoạt động trong lĩnh vực i) Huy động vốn, (ii) Cho vay ngắn hạn, trung hạn v&#224; d&#224;i hạn, (iii) Chiết khấu thương phiếu, tr&#225;i phiếu v&#224; giấy tờ c&#243; gi&#225;. EVF&amp;nbsp;trở th&#224;nh c&#244;ng ty&amp;nbsp;đại ch&#250;ng từ th&#225;ng 09/2008. C&#244;ng ty đ&#243;ng vai tr&#242; l&#224; đầu mối thu xếp vốn, quản trị vốn cho c&#225;c dự &#225;n điện thuộc Tập đo&#224;n Điện lực Việt Nam v&#224; c&#225;c đơn vị th&#224;nh vi&#234;n, đồng thời cung cấp c&#225;c sản phẩm dịch vụ t&#224;i ch&#237;nh cho c&#225;c đơn vị trong ng&#224;nh điện v&#224; c&#225;c đơn vị thuộc c&#225;c th&#224;nh phần kinh tế kh&#225;c. T&#237;nh đến thời điểm 31/03/2018, tổng nguồn vốn huy động của EVF đạt 13.306 tỷ đồng, tổng dư nợ cho vay đạt 8.596 tỷ đồng v&#224; tỷ lệ nợ xấu duy tr&#236; dưới mức 3%. EVF được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 08/2018.&lt;/DIV&gt;	07/08/2018 00:00:00	Upcom	12200.0	264981265.0	2146348246500.00	Công ty Tài chính Cổ phần Điện Lực	1	2122234951385.0	264981265.0	13298.2269520073	1.3270155307	936.9492594127	936.9492594127	8.5479548861	0.6022607396	0.0000000000	0.0	229452000000.0	23695497000000.0	0.0714404154	0.0114048803	0.0316440085	0.0000000000
HPD	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	05/07/2007 00:00:00	83065900000.0	24	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Thủy điện Đăk Đoa (HPD)&amp;nbsp;được th&#224;nh lập v&#224;o năm 2007. Hoạt động sản xuất ch&#237;nh của C&#244;ng ty l&#224; đầu tư, x&#226;y dựng c&#225;c c&#244;ng tr&#236;nh thủy điện, nhiệt điện, sản xuất, truyền tải v&#224; ph&#226;n phối điện năng, v&#224;&amp;nbsp;thiết kế c&#244;ng tr&#236;nh thủy lợi, thủy điện. Nh&#224; m&#225;y thủy điện Đắk Đoa c&#243; c&#244;ng suất 14 MW v&#224; sản lượng điện h&#224;ng năm cung cấp khoảng 48 triệu kWh. HPD được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 06/2015.&lt;/DIV&gt;	11/06/2015 00:00:00	Upcom	10500.0	8306590.0	0	Công ty Cổ phần Thủy điện Đăk Đoa	0	137058735000.0	8306590.0	12477.5076149178	0.0031048286	1701.6351087510	1701.6351087510	9.6965559274	1.3223794775	0.1212121212	43199376954.0	14134785178.0	193841795217.0	0.1358818683	0.0702552640	0.0000000000	0.8702376895
C21	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	10/10/1997 15:40:00	193363710000.0	331	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Thế kỷ 21 (C21)&amp;nbsp;c&#243; tiền th&#226;n l&#224; C&#244;ng ty TNHH Tuổi Trẻ,&amp;nbsp;được th&#224;nh lập v&#224;o th&#225;ng 01/1994. C&#244;ng ty hoạt động ch&#237;nh&amp;nbsp;trong lĩnh vực&amp;nbsp;đầu tư&amp;nbsp;kinh doanh bất động sản, cho thu&#234; văn ph&#242;ng, kinh doanh du lịch, kh&#225;ch sạn, nh&#224; h&#224;ng.&amp;nbsp;C21 chuyển&amp;nbsp;đổi th&#224;nh c&#244;ng ty cổ phần v&#224;o năm 1997. C&#244;ng ty&amp;nbsp;đ&#227; v&#224; đang thực hiện Dự&amp;nbsp;&#225;n&amp;nbsp;khu d&#226;n cư B&#236;nh Trưng tại Quận 2&amp;nbsp;với diện t&#237;ch 4,5ha, Dự&amp;nbsp;&#225;n khu d&#226;n cư B&#236;nh H&#242;a tại quận B&#236;nh Thạnh c&#243;&amp;nbsp;quy m&#244; 2,5ha, Dự&amp;nbsp;&#225;n khu d&#226;n cư S&#244;ng Giồng c&#243; quy m&#244; 18ha, Dự&amp;nbsp;&#225;n chung cư Ung Văn&amp;nbsp;Khi&#234;m tại quận B&#236;nh Thạnh với tổng diện t&#237;ch s&#224;n x&#226;y dựng 31.000m2, Dự&amp;nbsp;&#225;n khu d&#226;n cư Camellia Garden tại huyện B&#236;nh Ch&#225;nh&amp;nbsp;với quy m&#244; 5,9ha v&#224; khu d&#226;n cư Phước Long B tại Quận 9 với quy m&#244; 8,2ha. B&#234;n cạnh đ&#243;, C21 hiện đ&#227; đưa v&#224;o khai th&#225;c Trung t&#226;m Suối kho&#225;ng n&#243;ng Th&#225;p B&#224;&amp;nbsp;với quy m&#244; hơn 3ha dưới ch&#226;n n&#250;i Sạn, b&#234;n d&#242;ng s&#244;ng C&#225;i, tại th&#224;nh phố Nha Trang, v&#224; Mỏm Đ&#225; Chim Resort &amp;amp; Spa&amp;nbsp;với 100 ph&#242;ng ti&#234;u chuẩn 4 sao trải d&#224;i tr&#234;n diện t&#237;ch gần 10ha, tọa lạc tại x&#227; T&#226;n Tiến, thị x&#227; Lagi, tỉnh B&#236;nh Thuận.&amp;nbsp;&lt;/DIV&gt;	01/11/2016 00:00:00	Upcom	18000.0	19336371.0	0	Công ty Cổ phần Thế kỷ 21	1	272079705000.0	18138647.0	34598.8922392613	2.0211434772	2027.8961063785	2027.8961063785	7.3968286407	0.4335398919	0.0666666667	184684433809.0	44663553436.0	814218366032.0	0.0530187576	0.0405808660	0.0000000000	0.2624385398
DSP	5759	Dịch vụ Tiêu dùng	Du lịch và Giải trí	Du lịch & Giải trí	Vận tải hành khách & Du lịch	21/07/2006 00:00:00	1186840000000.0	552	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Dịch vụ Du lịch Ph&#250; Thọ (DSP)&amp;nbsp;c&#243; tiền th&#226;n l&#224; Chi nh&#225;nh Dịch vụ Du lịch trực thuộc UBND Quận 11 được th&#224;nh lập v&#224;o năm 1988. C&#244;ng ty hoạt động trong lĩnh vực kinh doanh dịch vụ vui chơi giải tr&#237;, ẩm thực, lưu tr&#250; v&#224; lữ h&#224;nh. DSP ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2006. C&#244;ng ty đang quản l&#253; vận h&#224;nh 04 đơn vị kinh doanh trực thuộc tại Th&#224;nh phố Hồ Ch&#237; Minh, bao gồm C&#244;ng vi&#234;n Văn h&#243;a Đầm Sen, Cum Kh&#225;ch sạn Ngọc Lan - Ph&#250; Thọ, Trung t&#226;m Dịch vụ Du lịch Đầm Sen - Damsen Travel v&#224; Khu du lịch Sinh th&#225;i Rừng ngập mặn V&#224;m S&#225;t. DSP được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 10/2018.&lt;/DIV&gt;	17/10/2018 00:00:00	Upcom	12500.0	118684000.0	0	Công ty Cổ phần Dịch vụ Du lịch Phú Thọ	1	1151234800000.0	118684000.0	9357.9822321374	-0.8978718572	-1161.9529937987	-1161.9529937987	-8.3480141209	1.0365482386	0.0000000000	305983272750.0	61127496914.0	1289789450577.0	-0.1133830621	-0.1020707889	0.0000000000	0.1613000087
DHT	4577	Dược phẩm và Y tế	Y tế	Dược phẩm	Dược phẩm	10/01/2001 17:08:00	211273650000.0	1090	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty cổ phần Dược phẩm H&#224; T&#226;y (DHT) c&#243;&amp;nbsp;tiền th&#226;n l&#224; X&#237; nghiệp Dược phẩm H&#224; T&#226;y được th&#224;nh lập năm 1965. Năm 2001, c&#244;ng ty chuyển sang h&#236;nh thức c&#244;ng ty cổ phần. C&#244;ng ty chuy&#234;n sản xuất kinh doanh dược phẩm, dược liệu, mỹ phẩm, thực phẩm&amp;nbsp;dinh dưỡng&amp;nbsp;v&#224; trang thiết bị y tế. C&#225;c sản phẩm ch&#237;nh của c&#244;ng ty l&#224; neotonid, clovaszol, flammencap v&#224; hatamintox. C&#244;ng ty l&#224; một trong số &#237;t đơn vị đ&#227; đầu tư v&#224;o cơ sở vật chất đ&#225;p ứng đủ c&#225;c ti&#234;u chuẩn chất lượng GMP-WHO bao gồm&amp;nbsp;ph&#242;ng th&#237; nghiệm đạt ti&#234;u chuẩn GLP, hệ thống kho theo ti&#234;u chuẩn GSP. DHT&amp;nbsp;sở hữu 2 nh&#224; m&#225;y đầu ti&#234;n ở Miền Bắc đạt ti&#234;u chuẩn GMP, với d&#226;y chuyền sản xuất thuốc vi&#234;n - non betalactam năng lực 3.520.000.000 vi&#234;n/năm, ph&#226;n xưởng sản xuất thuốc kh&#225;ng sinh năng lực sản xuất 495.000.000 vi&#234;n/năm. Ng&#224;y 03/12/2008, DHT ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/P&gt;&lt;/DIV&gt;"	03/12/2008 00:00:00	HNX	0.0	21127365.0	1151441392500.00	Công ty Cổ phần Dược phẩm Hà Tây	1	1159809274800.0	21125852.0	14442.3563163748	-0.4225395396	4230.4868190071	4230.4868190071	12.9772298907	3.8013187597	0.0364298725	2042235322970.0	90022812337.0	806210380118.0	0.2773883102	0.1178329859	0.0000000000	1.4541802596
HU6	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	11/08/2014 11:21:00	75000000000.0	33	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Đầu tư Ph&#225;t triển Nh&#224; v&#224; Đ&#244; thị HUD6 (HU6) c&#243; tiền th&#226;n l&#224; C&#244;ng ty c&#244;̉ ph&#226;̀n Kinh doanh Phát tri&#234;̉n Nhà và Đ&#244; thị trực thuộc Tổng C&#244;ng ty Đầu tư Ph&#225;t triển Nh&#224; v&#224; Đ&#244; thị được thành l&#226;̣p v&#224;o năm 2007. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực&amp;nbsp;x&#226;y dựng ph&#225;t triển khu d&#226;n cư, c&#225;c khu&amp;nbsp; đ&#244; thị mới. C&#244;ng ty đ&#227; tham gia đầu tư x&#226;y dựng c&#225;c c&#244;ng tr&#236;nh Chung cư cao tầng D2-CT2 T&#226;y Nam hồ Linh Đ&#224;m, CC-06A Việt Hưng, Dự &#225;n T&#226;n Mai. HU6 được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 11/2015.&lt;/DIV&gt;	19/11/2015 00:00:00	Upcom	11500.0	7500000.0	48000000000.00	Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6	0	47250000000.0	7500000.0	11773.2809282667	1.9900761775	837.1021204000	837.1021204000	7.5259634953	0.5351099696	0.0793650794	69193693880.0	6278265903.0	132647300531.0	0.0709335016	0.0435234691	0.0000000000	0.5022411208
KLF	5755	Dịch vụ Tiêu dùng	Du lịch và Giải trí	Du lịch & Giải trí	Dịch vụ giải trí	18/09/2009 10:51:00	1653525610000.0	82	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Đầu tư Thương mại v&#224; Xuất nhập khẩu CFS (KLF) tiền th&#226;n l&#224; C&#244;ng ty Cổ phần Dịch vụ Thương mại v&#224; Đầu tư T&#226;n Mỹ Đ&#236;nh được th&#224;nh lập năm 2009 với vốn điều lệ ban đầu 5 tỷ đồng. Vốn điều lệ hiện tại l&#224; 740 tỷ đồng. C&#244;ng ty hoạt động kinh doanh trong 2 lĩnh vực ch&#237;nh l&#224; đầu tư v&#224; kinh doanh thương mại (thương mại h&#224;ng h&#243;a v&#224; thương mại dịch vụ). Trong lĩnh vực dịch vụ, C&#244;ng ty hướng tới cung cấp dịch vụ du lịch v&#224; văn h&#243;a thể thao. Ngo&#224;i ra kể từ năm 2012 C&#244;ng ty đ&#227; bắt đầu tham gia v&#224;o lĩnh vực bất động sản th&#244;ng qua đầu tư v&#224;o C&#244;ng ty TNHH Hải Ch&#226;u. &lt;/DIV&gt;	23/09/2013 00:00:00	HNX	10500.0	165352561.0	297634609800.00	Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS	1	314169865900.0	165352561.0	10478.2996408565	1.1136296320	0.7813408043	0.7813408043	2431.7173627875	0.1813271299	0.1578947368	1829922124567.0	1403719731.0	2282624558670.0	0.0000742775	0.0000590950	0.0000000000	0.3174457667
L35	2757	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Công nghiệp nặng	Máy công nghiệp	30/10/2007 00:00:00	32651550000.0	443	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Cơ kh&#237; Lắp m&#225;y LILAMA (L35), tiền th&#226;n l&#224; đội c&#244;ng trường lắp m&#225;y trực thuộc Li&#234;n hiệp Lắp m&#225;y - Bộ X&#226;y dựng,&amp;nbsp;được&amp;nbsp;th&#224;nh lập năm 1978. Năm 2006 c&#244;ng ty chuyển sang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần. Sản phẩm ch&#237;nh của c&#244;ng ty l&#224; thiết kế, chế tạo v&#224; lắp đặt kết cấu th&#233;p; thiết kế, chế tạo v&#224; lắp đặt nồi hơi, ống &#225;p lực, bồn bể chịu &#225;p lực; lắp đặt c&#225;c thiết bị c&#244;ng nghệ; chế tại c&#225;c loại ống th&#233;p tr&#242;n, vu&#244;ng v&#224; dầm th&#233;p; lắp đặt, hiệu chỉnh c&#225;c thiết bị điện... Trong đ&#243; hoạt động chế tạo v&#224; lắp đặt c&#225;c thiết bị c&#244;ng nghệ chiếm 90% trong cơ cấu doanh thu của c&#244;ng ty.&amp;nbsp;Thế mạnh của c&#244;ng ty l&#224; c&#225;c sản phẩm như l&#242; quay 1,4 triệu tấn xi măng/năm; cống trục c&#243; sức n&#226;ng 300 tấn lần đầu ti&#234;n được thiết kế v&#224; chế tạo tại Việt Nam. C&#244;ng ty đ&#227; ho&#224;n th&#224;nh chế tạo, lắp đặt v&#224; đưa v&#224;o sử dụng hơn 200 c&#244;ng tr&#236;nh, hạng mục c&#244;ng tr&#236;nh lớn như Nh&#224; m&#225;y Nhiệt điện Ninh B&#236;nh; thiết kế lắp đặt d&#226;y truyền mạ nh&#250;ng kẽm n&#243;ng phục vụ chế tạo cột điện 500KV Bắc Nam; c&#225;c Nh&#224; m&#225;y Xi măng Hệ Dưỡng (Ninh B&#236;nh)...Ng&#224;y 25/03/2010, L35 ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch chứng kho&#225;n H&#224; Nội (HNX).&lt;/P&gt;&lt;/DIV&gt;"	25/03/2010 00:00:00	HNX	0.0	3265155.0	0	Công ty Cổ phần Cơ khí Lắp máy Lilama	1	23509116000.0	3265155.0	13695.1717523364	0.2179138380	-1034.1854573519	-1034.1854573519	-6.9620008180	0.5257327276	0.0000000000	122423319664.0	302890661.0	206078150917.0	-0.0713865571	-0.0155931244	0.0000000000	3.6085113696
CHS	7575	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Nước & Khí đốt	Tiện ích khác	12/08/2010 00:00:00	284000000000.0	381	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Chiếu s&#225;ng C&#244;ng cộng Th&#224;nh phố Hồ Ch&#237; Minh (SAPULICO)&amp;nbsp;c&#243; tiền th&#226;n l&#224; C&#244;ng ty Chiếu s&#225;ng C&#244;ng cộng Th&#224;nh phố Hồ Ch&#237; Minh, được th&#224;nh lập v&#224;o năm 1993. SAPULICO ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2016. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực&amp;nbsp;x&#226;y dựng, vận h&#224;nh, duy tu, sửa chữa hệ thống chiếu s&#225;ng c&#244;ng cộng. Ngo&#224;i ra, SAPULICO c&#242;n tham gia sản xuất thiết bị chiếu s&#225;ng,&amp;nbsp;v&#224; tư vấn kiến tr&#250;c&amp;nbsp;kỹ thuật c&#243; li&#234;n quan. C&#244;ng ty đơn vị&amp;nbsp;duy nhất được giao quản l&#253; vận h&#224;nh, duy tu bảo dưỡng c&#225;c hệ thống đ&#232;n chiếu s&#225;ng c&#244;ng cộng với 110.900 điểm s&#225;ng của 3.800 km tuyến đường v&#224; hệ thống đ&#232;n t&#237;n hiệu giao th&#244;ng với 661 chốt đ&#232;n, hệ thống camera quan s&#225;t giao th&#244;ng v&#224; bảng th&#244;ng tin giao th&#244;ng điện tử tr&#234;n địa b&#224;n th&#224;nh phố Hồ Ch&#237; Minh.&lt;/DIV&gt;	12/01/2017 00:00:00	Upcom	13900.0	28400000.0	352160000000.00	Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh	1	306720000000.0	28400000.0	10831.9098167606	-0.0966482310	2513.9273834859	2513.9273834859	4.2960668120	0.9970540914	0.0777777778	404179885949.0	31539944944.0	427907966623.0	0.2297749151	0.1585087816	0.0000000000	0.3909995724
DNM	4537	Dược phẩm và Y tế	Y tế	Thiết bị và Dịch vụ Y tế	Dụng cụ y tế	01/01/1976 08:38:00	43776050000.0	408	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Y tế Danameco ch&#237;nh thức đi v&#224;o hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần v&#224;o năm 2005, trong đ&#243; vốn nh&#224; nước l&#224; 43%.&amp;nbsp;Hoạt động kinh doanh ch&#237;nh của C&#244;ng ty l&#224; Sản xuất b&#244;ng băng, gạc y tế, kinh doanh thuốc, thiết bị vật tư y tế, đảm nhận c&#244;ng t&#225;c hậu cần cho c&#225;c chương tr&#236;nh tiếp nhận, ph&#226;n phối h&#224;ng viện trợ khu vực miền Trung v&#224; T&#226;y Nguy&#234;n. Doanh thu h&#224;ng năm từ hoạt động sản xuất b&#244;ng băng gạc y tế &amp;nbsp;lu&#244;n đạt tr&#234;n 60% doanh thu to&#224;n C&#244;ng ty.&amp;nbsp;Thị trường chủ yếu của C&#244;ng ty tập trung v&#224;o c&#225;c khu vực Miền Trung v&#224; Đ&#224; Nẵng. C&#244;ng ty l&#224; đơn vị đi đầu trong lĩnh vực b&#244;ng gạc, thị phần h&#224;ng năm của C&#244;ng ty tr&#234;n 40%, cung cấp cho c&#225;c kh&#225;ch h&#224;ng truyền thống l&#224; c&#225;c bệnh viện, Trung t&#226;m dịch tễ v&#224; c&#225;c viện trong phạm vi cả nước. &lt;/DIV&gt;	16/02/2011 00:00:00	HNX	26000.0	4377605.0	209687279500.00	Tổng Công ty Cổ phần Y tế Danameco	1	211000561000.0	4377605.0	25380.6355454638	-1.7014301711	7291.4946551825	7291.4946551825	6.6104416556	1.8990856204	0.0000000000	355856764640.0	8629034073.0	511576600645.0	0.3403370119	0.1021085031	0.0000000000	3.6043847533
PMT	9578	Công nghệ Thông tin	Công nghệ Thông tin	Thiết bị và Phần cứng	Thiết bị viễn thông	26/03/1970 16:02:00	50000000000.0	92	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Viễn th&#244;ng Telvina Việt Nam (PMT)&amp;nbsp;tiền th&#226;n l&#224; Nh&#224; m&#225;y Vật liệu Bưu Điện th&#224;nh lập năm 1970. Năm 2004 C&#244;ng ty tiến h&#224;nh cổ phần h&#243;a v&#224; chuyển sang hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần với số vốn điều lệ 12,8 tỷ đồng. Vốn điều lệ hiện tại của c&#244;ng ty l&#224; 50 tỷ đồng. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực sản xuất c&#225;c loại c&#225;p, d&#226;y th&#244;ng tin v&#224; vật liệu chuy&#234;n ng&#224;nh Bưu ch&#237;nh viễn th&#244;ng. Trong đ&#243; doanh thu từ sản phẩm sợi quang mang lại tỷ trọng doanh thu cao trong tổng doanh thu của C&#244;ng ty. D&#226;y chuyền sản xuất sản phẩm chủ lực l&#224; c&#225;p sợi quang được C&#244;ng ty nhập khẩu mới 100% từ c&#225;c nước Ch&#226;u &#194;u, c&#244;ng suất đạt 200.000 km sợi/năm, sản xuất với dung lượng d&#226;y c&#225;p từ 2 đến 144 sợi. Ng&#224;y 22/07/2010, PMT ch&#237;nh thức giao dịch tr&#234;n thị trường UPCOM.&lt;/P&gt;&lt;/DIV&gt;"	22/07/2010 00:00:00	Upcom	0.0	5000000.0	0	Công ty Cổ phần Viễn thông Telvina Việt Nam	0	21736000000.0	4940000.0	16349.7132018219	1.6040784480	301.7293372000	301.7293372000	14.5826058574	0.2691178705	0.1136363636	213774349995.0	1508646686.0	153972482422.0	0.0188549584	0.0087953846	0.0000000000	0.9063648594
SNC	3573	Hàng Tiêu dùng	Thực phẩm và đồ uống	Sản xuất thực phẩm	Nuôi trồng nông & hải sản	03/12/1983 14:06:00	50000000000.0	402	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn tiền th&#226;n l&#224; C&#244;ng ty li&#234;n doanh Thủy sản Năm Căn được th&#224;nh lập năm 1983. C&#244;ng ty ch&#237;nh thức trở th&#224;nh c&#244;ng ty đại ch&#250;ng v&#224;o năm 2008. Vốn điều lệ hiện tại l&#224; 50 tỷ đồng. Địa b&#224;n kinh doanh tại Tỉnh C&#224; Mau. Ng&#224;nh nghề kinh doanh ch&#237;nh l&#224; Sản xuất, kinh doanh, xuất nhập khẩu h&#224;ng thủy sản, nhập khẩu t&#244;m nguy&#234;n liệu, t&#244;m đ&#244;ng lạnh v&#224; c&#225;c mặt h&#224;ng thủy sản kh&#225;c để sản xuất xuất khẩu. Thị trường xuất khẩu ch&#237;nh của c&#244;ng ty l&#224; Nhật Bản v&#224; Ch&#226;u &#194;u.&lt;/DIV&gt;	11/11/2014 00:00:00	Upcom	10000.0	5000000.0	0	Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn	0	68000000000.0	5000000.0	18022.3114460000	-2.0558286764	2743.5277896000	2743.5277896000	4.9571212843	0.7546201851	0.1102941176	651460531801.0	13717638948.0	207820103138.0	0.1594030123	0.0617480354	0.0000000000	1.3062535986
TDB	7535	Tiện ích Cộng đồng	Điện, nước & xăng dầu khí đốt	Sản xuất & Phân phối Điện	Sản xuất & Phân phối Điện	25/10/2004 10:40:00	82300000000.0	26	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Thuỷ điện Định B&#236;nh (TDB)&lt;STRONG&gt; &lt;/STRONG&gt;được th&#224;nh lập v&#224;o năm 2004 để đầu tư x&#226;y dựng Nh&#224; m&#225;y Thủy điện Định B&#236;nh.&lt;STRONG&gt;&amp;nbsp;&lt;/STRONG&gt;TDB trở th&#224;nh c&#244;ng ty đại ch&#250;ng từ năm 2008. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực&amp;nbsp;đầu tư x&#226;y dựng c&#225;c dự &#225;n điện v&#224; sản xuất kinh doanh điện năng. TDB hiện đang quản l&#253; vận h&#224;nh Nh&#224; m&#225;y Thủy điện Định B&#236;nh c&#243; tổng c&#244;ng suất 9,9MW. TDB được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 07/2017.&lt;/P&gt;&lt;/DIV&gt;"	19/07/2017 00:00:00	Upcom	32000.0	8230000.0	0	Công ty Cổ phần Thủy điện Định Bình	0	280643000000.0	8230000.0	11111.1328313487	-0.2150954236	3454.5416645200	3454.5416645200	9.8710634612	3.0689940007	0.0938416422	54986549598.0	28430877899.0	96521743720.0	0.3252795010	0.3054528431	0.0000000000	0.0555212580
