<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
DRC,20110621,5.88,6.11,5.85,6.11,62410,20.20,21.00,20.10,21.00,0,22650,0
DRC,20110620,5.99,6.11,5.82,5.82,82010,20.60,21.00,20.00,20.00,0,0,5800
DRC,20110617,6.40,6.40,6.11,6.11,80010,22.00,22.00,21.00,21.00,0,36090,0
DRC,20110616,6.26,6.40,6.14,6.40,35210,21.50,22.00,21.10,22.00,0,11980,0
DRC,20110615,6.40,6.49,6.17,6.17,131770,22.00,22.30,21.20,21.20,0,900,600
DRC,20110614,6.58,6.84,6.44,6.49,125200,22.60,23.50,22.10,22.30,0,0,150
DRC,20110613,6.49,6.69,6.49,6.61,80990,22.30,23.00,22.30,22.70,0,0,0
DRC,20110610,6.52,6.84,6.52,6.52,80020,22.40,23.50,22.40,22.40,0,2760,0
DRC,20110609,6.72,6.78,6.49,6.52,116480,23.10,23.30,22.30,22.40,0,0,0
DRC,20110608,6.84,6.90,6.61,6.72,100030,23.50,23.70,22.70,23.10,0,7520,0
DRC,20110607,6.54,6.60,6.48,6.61,127100,22.50,22.70,22.30,22.70,0,0,0
DRC,20110606,6.34,6.43,6.22,6.31,110390,21.80,22.10,21.40,21.70,0,0,0
DRC,20110603,6.34,6.34,6.05,6.34,294340,21.80,21.80,20.80,21.80,0,1900,20000
DRC,20110602,6.05,6.05,6.05,6.05,33890,20.80,20.80,20.80,20.80,0,0,0
DRC,20110601,5.62,5.79,5.59,5.79,177410,19.30,19.90,19.20,19.90,26590,64140,61640
DRC,20110531,5.53,5.53,5.39,5.53,177880,19.00,19.00,18.50,19.00,0,50810,1850
DRC,20110530,5.26,5.26,5.26,5.27,69410,18.10,18.10,18.10,18.10,0,20000,0
DRC,20110527,5.03,5.03,5.03,5.03,17010,17.30,17.30,17.30,17.30,0,8750,0
DRC,20110526,4.43,4.80,4.40,4.80,111540,15.20,16.50,15.10,16.50,0,50,35570
DRC,20110525,4.92,4.92,4.60,4.60,63900,16.90,16.90,15.80,15.80,0,11550,0
DRC,20110524,4.91,5.06,4.83,4.83,100110,16.90,17.40,16.60,16.60,0,400,12180
DRC,20110523,5.09,5.44,5.06,5.06,73000,17.50,18.70,17.40,17.40,0,0,8800
DRC,20110520,5.53,5.53,5.33,5.32,51440,19.00,19.00,18.30,18.30,0,2300,14660
DRC,20110519,5.53,5.62,5.53,5.56,19070,19.00,19.30,19.00,19.10,0,2000,0
DRC,20110518,5.59,5.59,5.44,5.56,58170,19.20,19.20,18.70,19.10,0,17000,500
DRC,20110517,5.44,5.68,5.44,5.47,55990,18.70,19.50,18.70,18.80,0,22810,750
DRC,20110516,5.77,5.77,5.60,5.59,124780,19.80,19.80,19.20,19.20,0,50000,0
DRC,20110513,5.66,5.66,5.45,5.51,85870,30.20,30.20,29.10,29.40,0,24500,1500
DRC,20110512,5.67,5.71,5.66,5.66,64210,30.30,30.50,30.20,30.20,0,30410,1210
DRC,20110511,5.75,5.77,5.70,5.73,50870,30.70,30.80,30.40,30.60,0,600,3930
DRC,20110510,5.60,5.79,5.60,5.68,128230,29.90,30.90,29.90,30.30,0,10000,66360
DRC,20110509,5.53,5.60,5.51,5.60,105270,29.50,29.90,29.40,29.90,0,17800,15000
DRC,20110506,5.23,5.36,5.19,5.34,111730,27.90,28.60,27.70,28.50,0,12680,19500
DRC,20110505,5.42,5.42,5.23,5.23,38350,28.90,28.90,27.90,27.90,0,4500,0
DRC,20110504,5.44,5.44,5.42,5.42,4680,29.00,29.00,28.90,28.90,73210,0,0
DRC,20110429,5.28,5.41,5.24,5.42,40850,28.20,28.90,28.00,28.90,0,3510,1400
DRC,20110428,5.08,5.17,5.08,5.17,11160,27.10,27.60,27.10,27.60,0,0,0
DRC,20110427,5.06,5.19,5.06,5.15,19490,27.00,27.70,27.00,27.50,0,7140,0
DRC,20110426,5.34,5.43,5.10,5.10,25590,28.50,29.00,27.20,27.20,0,3660,1600
DRC,20110425,5.27,5.49,5.25,5.34,12230,28.10,29.30,28.00,28.50,0,100,2000
DRC,20110422,5.49,5.51,5.25,5.25,45680,29.30,29.40,28.00,28.00,0,5300,0
DRC,20110421,5.57,5.71,5.49,5.49,22380,29.70,30.50,29.30,29.30,0,0,1660
DRC,20110420,5.79,5.79,5.64,5.64,13650,30.90,30.90,30.10,30.10,0,10850,300
