<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20120508,15.91,16.10,15.14,15.33,1683900,16.60,16.80,15.80,16.00,0,203220,90
PVF,20120507,15.14,15.43,15.05,15.43,2184840,15.80,16.10,15.70,16.10,0,383120,600
PVF,20120504,14.76,15.24,14.57,14.76,1778110,15.40,15.90,15.20,15.40,30000,120350,9000
PVF,20120503,14.85,15.04,14.18,14.76,1978890,15.50,15.70,14.80,15.40,0,175800,53020
PVF,20120502,15.05,15.72,14.76,14.85,1682820,15.70,16.40,15.40,15.50,0,236960,10960
PVF,20120427,14.56,15.04,14.08,15.05,1786240,15.20,15.70,14.70,15.70,100000,32360,225000
PVF,20120426,14.56,14.66,14.18,14.37,3155370,15.20,15.30,14.80,15.00,0,41290,25000
PVF,20120425,13.89,14.18,13.89,14.18,1826100,14.50,14.80,14.50,14.80,0,47350,150000
PVF,20120424,12.94,13.52,12.56,13.51,1217560,13.50,14.10,13.10,14.10,0,32440,0
PVF,20120423,13.13,13.23,12.75,12.94,957650,13.70,13.80,13.30,13.50,0,37360,90
PVF,20120420,13.04,13.32,12.75,12.94,1173870,13.60,13.90,13.30,13.50,0,32440,0
PVF,20120419,13.42,13.71,12.94,12.94,1295730,14.00,14.30,13.50,13.50,0,74790,167580
PVF,20120418,13.51,14.18,13.32,13.61,1694820,14.10,14.80,13.90,14.20,0,79360,72510
PVF,20120417,13.99,14.08,13.41,13.51,1353940,14.60,14.70,14.00,14.10,0,32360,32160
PVF,20120416,13.13,13.71,13.03,13.70,1375380,13.70,14.30,13.60,14.30,20000,32360,0
PVF,20120413,13.22,13.61,12.84,13.13,1695570,13.80,14.20,13.40,13.70,0,32360,54570
PVF,20120412,13.70,14.08,13.22,13.32,2195760,14.30,14.70,13.80,13.90,248000,46200,165370
PVF,20120411,13.70,13.89,13.32,13.70,1371020,14.30,14.50,13.90,14.30,0,36560,5000
PVF,20120410,13.22,13.79,13.12,13.32,2734610,13.80,14.40,13.70,13.90,0,33870,3100
PVF,20120409,12.94,13.22,12.55,13.22,1558380,13.50,13.80,13.10,13.80,0,43360,18000
PVF,20120406,12.84,13.22,12.84,12.84,1465950,13.40,13.80,13.40,13.40,0,0,10500
PVF,20120405,12.26,12.64,11.97,12.65,1350370,12.80,13.20,12.50,13.20,0,26360,10000
PVF,20120404,12.08,12.37,11.89,12.07,1880220,12.60,12.90,12.40,12.60,0,35350,20000
PVF,20120403,11.41,11.79,11.31,11.79,1458740,11.90,12.30,11.80,12.30,0,47350,10210
PVF,20120330,11.50,11.79,11.21,11.31,1352360,12.00,12.30,11.70,11.80,0,150470,3000
PVF,20120329,12.36,12.55,11.79,11.79,1458410,12.90,13.10,12.30,12.30,0,42850,83190
PVF,20120328,12.08,12.37,11.69,12.36,1409950,12.60,12.90,12.20,12.90,248000,49350,10000
PVF,20120327,12.55,13.13,12.27,12.27,2137960,13.10,13.70,12.80,12.80,100000,36860,30930
PVF,20120326,13.22,13.32,12.74,12.84,2384050,13.80,13.90,13.30,13.40,0,137880,30170
PVF,20120323,12.94,13.22,12.84,13.22,1871090,13.50,13.80,13.40,13.80,0,291320,15000
PVF,20120322,12.36,12.64,12.17,12.65,3364740,12.90,13.20,12.70,13.20,0,34370,44260
PVF,20120321,12.07,12.07,11.98,12.07,2248200,12.60,12.60,12.50,12.60,0,172370,12000
